user_id,user_name,chat_lv,date,time,chat_txt,informs
781914296,小冷,千讨,2022-02-26,21:56:28,,
781914296,小冷,千讨,2022-02-26,21:56:31,双击查看原图,
2253677868,2253677868,unk,2022-02-26,21:56:50,会多点东西吧好像,
2253677868,2253677868,unk,2022-02-26,21:56:55,,
781914296,小冷,千讨,2022-02-26,21:57:46,没发现，亏我遇到铃株猎人，以为会给他的武器,
781914296,小冷,千讨,2022-02-26,21:57:49,双击查看原图,
781914296,小冷,千讨,2022-02-26,21:57:57,他的武器好帅,
2986564426,小猫猫毛,落命,2022-02-26,22:31:57,大家好，我是小猫猫毛,
2178420735,炳,落命,2022-02-26,22:55:21,为什么有的金符无法召唤呢,
2178420735,炳,落命,2022-02-26,22:55:27,是设置了密码么,
2607214924,2607214924,unk,2022-02-26,22:56:07,武器上的战灰怎么使用,
312137245,读点书长点心,落命,2022-02-26,23:10:46,大家好，我是读点书长点心。来自山东淄博的狮子座男一枚~,
2235687557,Gilbert,落命,2022-02-26,23:10:49,大家好，我是Gilbert。来自广东广州的天蝎座男一枚~,
2235687557,Gilbert,落命,2022-02-26,23:11:51,@狐狸不是妖 战技的用法,
648749327,648749327,unk,2022-02-26,23:31:48,大家好，我是小贱猫。来自黑塞哥维那－涅雷特瓦的天蝎座女一枚~,
648749327,648749327,unk,2022-02-26,23:38:40,有人py把晾衣杆吗？,
383682891,叶(pc,百斩,2022-02-26,23:45:17,能不能丢东西啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:15:41,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:15:43,
383682891,叶(pc,百斩,2022-02-27,23:45:17,两把晾衣杆,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:21:31,
383682891,叶(pc,百斩,2022-02-27,23:45:17,老哥们，魔法镇咋不让我去,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:21:34,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我也是法师啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:21:45,
383682891,叶(pc,百斩,2022-02-27,23:45:17,一个亡灵biu我，,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:21:47,
383682891,叶(pc,百斩,2022-02-27,23:45:17,双击查看原图,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】Eirdvra(3167844155) 0:25:01,
383682891,叶(pc,百斩,2022-02-27,23:45:17,盖里德鸡皮疙瘩都整起来了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】Eirdvra(3167844155) 0:25:09,
383682891,叶(pc,百斩,2022-02-27,23:45:17,密恐死亡地,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:30:51,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是双击查看原图。双鱼座男一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】S.(3538579641) 0:30:52,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是Y.。双子座男一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】炳(2178420735) 0:31:06,
383682891,叶(pc,百斩,2022-02-27,23:45:17,结晶剑不能放法术么,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:31:16,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:31:25,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大佬们城主打过了吗,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:32:06,
383682891,叶(pc,百斩,2022-02-27,23:45:17,打过了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:32:09,
383682891,叶(pc,百斩,2022-02-27,23:45:17,要帮忙吗,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:32:34,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我才触发的剧情双击查看原图,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:32:56,
383682891,叶(pc,百斩,2022-02-27,23:45:17,今天刷了好久等级,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:33:10,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:46:51,
383682891,叶(pc,百斩,2022-02-27,23:45:17,有某大佬帮忙打下第二个boss打了26次了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:46:54,
383682891,叶(pc,百斩,2022-02-27,23:45:17,各种死,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:46:57,
383682891,叶(pc,百斩,2022-02-27,23:45:17,双击查看原图,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:47:30,
383682891,叶(pc,百斩,2022-02-27,23:45:17,什么boss,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 0:47:36,
383682891,叶(pc,百斩,2022-02-27,23:45:17,在哪里,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:47:55,
383682891,叶(pc,百斩,2022-02-27,23:45:17,很多只手那个，剁手插龙头冒火那个,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:48:12,
383682891,叶(pc,百斩,2022-02-27,23:45:17,双击查看原图在深处小房间走一下就到,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:48:21,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】🍟(1214201403) 0:48:23,
383682891,叶(pc,百斩,2022-02-27,23:45:17,城主吗,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:48:27,
383682891,叶(pc,百斩,2022-02-27,23:45:17,召唤了一堆小兵，他两下就给秒了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:48:37,
383682891,叶(pc,百斩,2022-02-27,23:45:17,@ @ 对，就是他。,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:58:47,
383682891,叶(pc,百斩,2022-02-27,23:45:17,为啥我画印记了，一地黄色，我点召唤，没有大佬来呢,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 0:59:07,
383682891,叶(pc,百斩,2022-02-27,23:45:17,别人的人名都是一闪而过,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】读点书长点心(312137245) 1:00:16,
383682891,叶(pc,百斩,2022-02-27,23:45:17,提示无法召唤协助者,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【传说】黑羽剑心(348569034) 1:34:39,
383682891,叶(pc,百斩,2022-02-27,23:45:17,联机流畅么,
383682891,叶(pc,百斩,2022-02-27,23:45:17,648749327(648749327) 2:26:48,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】可物(692827636) 5:48:00,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是可物。欢迎大家随时撩我~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】FoolFrog(2533932336) 5:48:02,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是FoolFrog。白羊座男一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】Drown Fish(1012145579) 5:48:05,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是Drown Fish。白羊座,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】spring dream(84889458) 5:48:06,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是spring dream,
383682891,叶(pc,百斩,2022-02-27,23:45:17,20755559(20755559) 5:48:08,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是罗昭旺。来自广东珠海的射手座男一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 5:48:09,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是脖子,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】lsaiah(1209501523) 6:01:08,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是lsaiah。天蝎座男一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,1700406320(1700406320) 7:11:04,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,1700406320(1700406320) 7:11:23,
383682891,叶(pc,百斩,2022-02-27,23:45:17,兄弟们，你们知道我这个是咋回事吗，我换成独显了还进不去,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 7:30:01,
383682891,叶(pc,百斩,2022-02-27,23:45:17,你换个3090能有这种事双击查看原图,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【凭实力单身】两仪(1336686113) 8:02:25,
383682891,叶(pc,百斩,2022-02-27,23:45:17,上面和你说了啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【凭实力单身】两仪(1336686113) 8:02:30,
383682891,叶(pc,百斩,2022-02-27,23:45:17,帧数不够,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】十一(465318435) 8:13:06,
383682891,叶(pc,百斩,2022-02-27,23:45:17,啥显卡啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 8:25:36,
383682891,叶(pc,百斩,2022-02-27,23:45:17,上当了朋友们，好不容易流浪骑士整了吧大剑,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 8:25:50,
383682891,叶(pc,百斩,2022-02-27,23:45:17,二十多的重量超重了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 8:52:39,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 8:54:10,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 8:54:17,
383682891,叶(pc,百斩,2022-02-27,23:45:17,有人知道这个咋去吗,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 8:55:15,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我记得好像是传送的,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 8:55:55,
383682891,叶(pc,百斩,2022-02-27,23:45:17,在一个废墟里面旁边草丛有个传送门就过去了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:07:37,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大佬可以地图标一下不,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:07:48,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:07:53,
383682891,叶(pc,百斩,2022-02-27,23:45:17,可以标一下不,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:09:31,
383682891,叶(pc,百斩,2022-02-27,23:45:17,截肢的追忆有啥用啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:09:40,
383682891,叶(pc,百斩,2022-02-27,23:45:17,只能捏了给魂嘛,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 9:10:31,
383682891,叶(pc,百斩,2022-02-27,23:45:17,哦不对我搞错了,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 9:10:55,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我记错了我那个传送是右上角那个,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 9:11:16,
383682891,叶(pc,百斩,2022-02-27,23:45:17,有个黑色翅膀的那个大剑怪,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:11:44,
383682891,叶(pc,百斩,2022-02-27,23:45:17,地图记得不,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 9:12:06,
383682891,叶(pc,百斩,2022-02-27,23:45:17,额双击查看原图,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】松萝(2670863481) 9:12:16,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我下班回去看看哈,
383682891,叶(pc,百斩,2022-02-27,23:45:17,1700406320(1700406320) 9:15:22,
383682891,叶(pc,百斩,2022-02-27,23:45:17,@甜甜圈臭脚酱 我显卡是rtx3060，不能玩吗,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:15:30,
383682891,叶(pc,百斩,2022-02-27,23:45:17,能玩啊,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:15:41,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我1060都稳定,
383682891,叶(pc,百斩,2022-02-27,23:45:17,1700406320(1700406320) 9:15:47,
383682891,叶(pc,百斩,2022-02-27,23:45:17,那我咋进不去啊，急死我了，好想玩,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:16:27,
383682891,叶(pc,百斩,2022-02-27,23:45:17,,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】脖子(2406960599) 9:16:32,
383682891,叶(pc,百斩,2022-02-27,23:45:17,你这里这样的不,
383682891,叶(pc,百斩,2022-02-27,23:45:17,1700406320(1700406320) 9:17:43,
383682891,叶(pc,百斩,2022-02-27,23:45:17,okok，我把下面两个关一下再试试,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:24:18,
383682891,叶(pc,百斩,2022-02-27,23:45:17,那地方叫啥名你还记得不,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】卡米酱呀(1363904340) 9:24:21,
383682891,叶(pc,百斩,2022-02-27,23:45:17,我去百度一下,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【千讨】小冷(781914296) 9:45:27,
383682891,叶(pc,百斩,2022-02-27,23:45:17,这个进不去吧，门口两路人，一壶罐,1363904340
383682891,叶(pc,百斩,2022-02-27,23:45:17,【千讨】小冷(781914296) 9:45:56,
383682891,叶(pc,百斩,2022-02-27,23:45:17,要从出口井上来,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】yweeh2219(3413991935) 9:55:41,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是yweeh2219。双子座女一枚~,
383682891,叶(pc,百斩,2022-02-27,23:45:17,【落命】兰博(421369915) 9:55:42,
383682891,叶(pc,百斩,2022-02-27,23:45:17,大家好，我是兰博。来自安徽滁州的天蝎座男一枚~,
641541448,LM,落命,2022-02-27,10:00:35,大家好啊 请问小盾哪能弄啊,
2406960599,脖子,落命,2022-02-27,10:01:57,啥样的,
2406960599,脖子,落命,2022-02-27,10:02:02,小盾,
641541448,LM,落命,2022-02-27,10:02:29,弹反用的小盾,
2406960599,脖子,落命,2022-02-27,10:03:40,那你拿个乌龟盾,
2406960599,脖子,落命,2022-02-27,10:04:05,然后去习战者哪里买个弹反的战灰就好了,
641541448,LM,落命,2022-02-27,10:04:35,,
641541448,LM,落命,2022-02-27,10:12:08,那能好用么,
81284907,81284907,unk,2022-02-27,10:14:37,大家好，我是lit。,
81284907,81284907,unk,2022-02-27,10:16:39,,
81284907,81284907,unk,2022-02-27,10:16:42,兄弟们,
81284907,81284907,unk,2022-02-27,10:16:44,看不懂啊,
81284907,81284907,unk,2022-02-27,10:16:50,这两个buff是啥意思,
81284907,81284907,unk,2022-02-27,10:16:58,为啥一切盾就出来,
2020140761,2020140761,unk,2022-02-27,10:17:03,双击查看原图,
2549039875,逃离世界,千讨,2022-02-27,10:19:09,有人知道大赐福怎么装备吗？我已经在塔上激活大赐福了,
383682891,叶(pc,百斩,2022-02-27,11:01:41,战技怎么换到盾牌的战技啊,
692827636,可物,落命,2022-02-27,11:02:07,换到右手,
383682891,叶(pc,百斩,2022-02-27,11:02:17,用卢恩弯弧,2549039875
383682891,叶(pc,百斩,2022-02-27,11:02:37,就左手拿剑了。,692827636
383682891,叶(pc,百斩,2022-02-27,11:02:39,？,
2406960599,脖子,落命,2022-02-27,11:02:50,你双持的时候,
2406960599,脖子,落命,2022-02-27,11:02:57,默认盾牌战绩的,
781914296,小冷,千讨,2022-02-27,11:07:08,在赐福装备，之后用卢恩弯弧。有点像余火，加血加抗，死了buff消失。,2549039875
781914296,小冷,千讨,2022-02-27,11:31:14,,
2670863481,松萝,落命,2022-02-27,11:31:39,典藏版有地图吗,
2670863481,松萝,落命,2022-02-27,11:31:39,,
781914296,小冷,千讨,2022-02-27,11:32:06,2000+那个吗,
3074495460,0,落命,2022-02-27,11:33:46,有人打boss吗蹭点魂,
498637967,阿伟就要打电动,落命,2022-02-27,11:40:24,大家好，我是阿伟就要打电动。,
2670863481,松萝,落命,2022-02-27,11:42:51,嗯嗯,
